0061,082,1126.20,561.16,291.7,676.74
0061,093,1436.28,641.17,329.2,598.49
0061,028,156.40,793.80,293.1,437.7
0061,059,-392.97,451.01,453.34,823.46
0062,082,1133.60,545.32,312.9,676.74
0062,093,1436.27,635.89,321.73,598.49
0062,028,154.60,770.92,301.1,437.7
0062,059,-368.89,469.98,453.33,823.46
0063,082,1133.60,545.32,318.2,676.74
0063,093,1435.75,630.61,321.72,598.49
0063,028,155.48,761.24,299.32,437.7
0063,059,-355.68,476.56,453.33,823.46
0064,082,1131.49,545.32,318.2,676.74
0064,093,1435.22,625.33,321.72,598.49
0064,028,152.90,755.08,301.9,437.7
0064,059,-342.47,483.14,453.33,823.46
0065,082,1133.60,550.60,325.6,676.74
0065,093,1438.40,611.60,319.6,585.8
0065,028,149.40,740.12,304.5,444.78
0065,059,-329.26,489.72,453.34,823.45
0066,082,1139.94,552.71,331.96,650.36
0066,093,1437.34,604.21,324.86,557.29
0066,028,149.40,733.96,301.9,455.34
0066,059,-316.05,496.30,453.34,823.45
0067,082,1134.70,557.99,336.1,618.71
0067,093,1437.34,599.98,332.26,549.92
0067,028,149.40,727.79,316.0,482.61
0067,059,-302.83,502.88,453.34,823.45
0068,082,1142.06,560.10,335.1,603.91
0068,093,1437.34,596.82,338.56,549.91
0068,028,150.28,719.87,326.52,501.93
0068,059,-303.58,508.37,481.07,826.74
0069,082,1143.10,566.44,328.8,582.76
0069,093,1437.30,596.82,346.0,517.18
0069,028,152.90,715.47,332.7,501.93
0069,059,-304.33,513.86,508.81,830.03
0070,082,1156.80,568.55,314.0,580.65
0070,093,1437.30,593.65,349.2,517.18
0070,028,155.50,708.43,332.7,502.77
0070,059,-305.08,519.36,536.55,833.32
0071,082,1174.80,565.38,296.0,580.65
0071,093,1462.60,591.54,322.85,517.18
0071,028,156.40,706.67,331.8,502.77
0071,059,-305.82,524.85,564.28,836.61
0072,082,1186.40,554.82,288.6,575.38
0072,093,1465.70,586.26,317.64,517.18
0072,028,175.80,701.39,320.32,502.77
0072,059,-308.30,522.36,567.01,839.83
0073,082,1203.30,545.31,270.65,575.39
0073,093,1475.21,579.92,296.54,517.18
0073,028,183.70,697.87,313.3,502.77
0073,059,-310.77,519.88,569.73,843.05
0074,082,1205.50,540.91,269.9,575.38
0074,093,1483.27,574.78,293.63,517.19
0074,028,185.50,694.35,315.02,502.77
0074,059,-313.25,517.40,572.46,846.26
0075,082,1210.60,529.18,267.7,575.38
0075,093,1486.90,559.00,273.1,532.97
0075,028,198.60,685.55,301.92,502.77
0075,059,-315.72,514.91,575.17,849.48
0076,082,1211.33,526.98,272.87,575.38
0076,093,1484.00,553.13,273.1,532.97
0076,028,197.72,682.91,301.92,502.77
0076,059,-318.20,512.43,577.9,852.7
0077,082,1211.80,524.78,277.8,575.38
0077,093,1483.80,544.33,271.83,541.07
0077,028,198.60,677.62,301.92,502.78
0077,059,-318.18,504.65,578.17,857.43
0078,082,1207.60,524.20,283.8,575.96
0078,093,1483.80,538.46,271.1,549.14
0078,028,196.84,672.34,301.92,502.77
0078,059,-318.16,496.87,578.44,862.17
0079,082,1207.00,524.20,291.2,575.96
0079,093,1469.90,528.90,284.3,558.7
0079,028,218.00,654.74,278.11,502.77
0079,059,-318.14,489.09,578.72,866.9
0080,082,1205.00,526.40,294.4,573.76
0080,093,1469.90,527.70,283.1,559.9
0080,028,216.20,646.82,280.8,502.77
0080,059,-318.12,481.31,578.99,871.64
0081,082,1208.10,527.60,290.7,572.56
0081,093,1468.70,525.90,278.8,561.7
0081,028,220.60,638.02,277.28,502.77
0081,059,-318.10,473.53,579.26,876.37
0082,082,1195.90,530.70,292.5,569.46
0082,093,1462.60,517.30,270.8,561.7
0082,028,220.60,624.82,279.88,502.77
0082,059,-316.32,486.25,586.57,868.22
0083,082,1191.00,527.60,291.3,557.9
0083,093,1462.60,506.30,270.2,545.2
0083,028,224.10,617.78,278.14,502.77
0083,059,-314.53,498.97,593.86,860.06
0084,082,1192.20,522.10,282.2,546.9
0084,093,1460.80,498.30,268.3,522.4
0084,028,224.10,609.86,287.8,500.14
0084,059,-312.75,511.69,601.17,851.91
0085,082,1194.60,512.90,271.9,560.4
0085,093,1460.20,469.60,262.2,523.2
0085,028,226.70,598.41,293.1,500.15
0085,059,-310.96,524.41,608.47,843.76
0086,082,1195.20,493.70,269.8,579.6
0086,093,1460.20,457.80,260.7,532.1
0086,028,229.34,597.54,293.1,500.14
0086,059,-309.18,537.12,615.77,835.61
0087,082,1195.20,493.70,261.7,579.6
0087,093,1452.10,442.40,268.1,547.5
0087,028,233.74,591.40,293.1,498.36
0087,059,-307.40,549.84,623.08,827.46
0088,082,1195.20,483.40,258.8,583.3
0088,093,1446.20,423.40,269.6,566.5
0088,028,240.80,581.72,292.2,504.48
0088,059,-305.61,562.56,630.37,819.31
0089,082,1195.20,479.00,262.5,589.2
0089,093,1440.30,413.10,272.6,571.7
0089,028,242.56,577.32,292.2,509.78
0089,059,-303.83,575.28,637.68,811.15
0090,082,1194.50,474.60,266.1,593.6
0090,093,1435.90,405.00,272.6,579.8
0090,028,242.56,571.16,292.2,514.14
0090,059,-302.04,588.00,644.98,803.0
0091,082,1194.50,471.70,263.9,596.5
0091,093,1432.20,398.40,263.1,582.0
0091,028,249.60,567.64,294.8,516.76
0091,059,-286.89,594.38,639.61,798.37
0092,082,1194.50,468.80,263.9,575.9
0092,093,1428.50,382.30,245.5,571.7
0092,028,251.37,554.44,294.79,535.26
0092,059,-271.73,600.76,634.22,793.75
0093,082,1190.80,466.60,263.2,573.7
0093,093,1429.20,372.80,230.9,562.1
0093,028,255.77,549.16,293.03,542.34
0093,059,-256.58,607.14,628.85,789.12
0094,082,1188.60,463.00,261.8,567.0
0094,093,1429.80,362.40,219.9,562.1
0094,028,258.41,539.50,290.39,554.6
0094,059,-241.42,613.52,623.47,784.5
0095,082,1188.60,452.60,245.3,538.9
0095,093,1426.10,340.40,207.7,551.1
0095,028,260.17,522.78,290.39,571.32
0095,059,-226.27,619.90,618.1,779.87
0096,082,1166.60,444.65,261.2,534.65
0096,093,1425.50,328.80,197.3,501.6
0096,028,260.17,512.20,287.73,576.66
0096,059,-227.90,630.18,620.24,786.46
0097,082,1167.20,434.30,253.9,524.8
0097,093,1416.90,316.60,191.8,504.6
0097,028,260.17,501.60,285.93,587.26
0097,059,-229.52,640.46,622.36,793.05
0098,082,1162.90,410.80,247.8,542.2
0098,093,1396.70,298.90,196.1,522.9
0098,028,263.70,484.00,270.1,604.86
0098,059,-231.15,650.74,624.5,799.64
0099,082,1164.10,403.50,244.2,547.1
0099,093,1383.30,289.70,194.2,532.1
0099,028,263.70,477.90,265.7,614.5
0099,059,-232.77,661.02,626.62,806.22
0100,082,1169.40,397.20,233.6,553.4
0100,093,1380.10,286.50,194.2,536.4
0100,028,263.70,469.90,269.2,614.6
0100,059,-234.40,671.30,628.76,812.81
0101,082,1170.50,389.80,224.1,558.7
0101,093,1380.10,283.33,181.53,536.37
0101,028,261.90,464.62,278.9,611.08
0101,059,-215.30,681.79,609.92,780.63
0102,082,1170.50,377.10,219.9,566.1
0102,093,1364.30,275.90,197.3,543.8
0102,028,260.10,454.94,293.0,597.86
0102,059,-196.21,692.28,591.1,748.45
0103,082,1153.60,373.90,234.6,562.7
0103,093,1355.90,269.60,205.7,533.2
0103,028,261.00,447.90,298.3,595.2
0103,059,-177.11,702.77,572.26,716.26
0104,082,1157.10,370.40,231.1,560.0
0104,093,1348.90,265.20,207.4,521.8
0104,028,261.00,443.50,304.5,599.6
0104,059,-158.01,713.26,553.43,684.08
0105,082,1162.40,359.80,218.7,552.1
0105,093,1334.80,250.20,203.9,520.1
0105,028,267.20,438.22,307.1,599.6
0105,059,-146.39,723.29,553.43,684.08
0106,082,1160.60,351.90,213.5,549.4
0106,093,1311.10,242.20,213.5,492.9
0106,028,266.32,435.58,311.48,599.6
0106,059,-118.20,717.10,562.6,742.6
0107,082,1160.60,348.40,206.5,538.8
0107,093,1305.80,234.30,208.2,500.8
0107,028,270.70,432.05,311.5,599.6
0107,059,-122.80,714.10,585.5,745.6
0108,082,1159.70,336.00,171.3,497.5
0108,093,1266.20,217.60,191.5,487.6
0108,028,284.20,426.77,311.2,594.33
0108,059,-129.10,717.90,642.5,754.5
0109,082,1164.10,330.70,163.4,502.8
0109,093,1268.00,211.40,187.9,490.3
0109,028,285.10,421.49,327.9,594.33
0109,059,-125.30,716.60,667.85,807.5
0110,082,1156.20,324.50,150.2,509.0
0110,093,1263.60,206.10,187.9,495.6
0110,028,289.50,421.49,326.1,594.33
0110,059,-100.40,734.85,689.7,838.25
0111,082,1143.90,314.80,140.5,518.7
0111,093,1253.90,199.10,182.6,505.2
0111,028,306.20,413.60,327.0,604.9
0111,059,-40.60,737.89,652.2,838.25
0112,082,1136.90,310.40,139.6,524.0
0112,093,1242.50,193.80,183.4,510.5
0112,028,312.40,408.30,328.72,612.8
0112,059,-0.90,740.43,618.8,909.47
0113,082,1117.60,306.00,156.3,527.5
0113,093,1231.10,192.00,186.0,512.3
0113,028,317.70,400.40,333.1,623.3
0113,059,6.50,740.43,617.7,865.67
0114,082,1099.20,304.20,170.3,529.3
0114,093,1224.10,185.00,183.3,514.0
0114,028,319.50,392.48,335.68,623.3
0114,059,14.00,732.82,617.8,885.68
0115,082,1060.50,297.20,209.9,533.7
0115,093,1202.10,176.20,193.0,519.3
0115,028,328.30,375.76,327.76,627.74
0115,059,28.20,718.88,629.0,922.22
0116,082,1057.00,291.00,210.8,536.4
0116,093,1189.80,170.00,202.7,522.9
0116,028,331.80,369.60,325.1,621.6
0116,059,33.30,708.74,622.1,914.86
0117,082,1057.90,290.10,210.8,533.8
0117,093,1175.70,163.00,210.6,523.7
0117,028,333.60,363.40,323.3,599.6
0117,059,44.80,698.60,620.3,882.1
0118,082,1047.30,277.80,211.7,531.1
0118,093,1146.70,150.70,206.2,516.6
0118,028,339.80,348.40,319.7,597.1
0118,059,105.60,687.20,555.1,849.7
0119,082,1042.90,271.60,198.5,506.5
0119,093,1141.40,144.50,189.5,505.2
0119,028,344.20,348.40,316.2,597.1
0119,059,157.10,679.17,540.0,876.23
0120,082,1036.50,266.30,180.3,532.8
0120,093,1129.10,139.20,178.1,493.8
0120,028,347.70,340.50,312.7,605.0
0120,059,159.21,678.32,505.89,899.08
0121,082,1015.40,257.50,165.3,481.2
0121,093,1116.80,132.20,171.9,470.0
0121,028,358.30,330.80,302.1,614.7
0121,059,176.28,674.10,493.32,871.7
0122,082,1005.70,251.30,164.4,482.1
0122,093,1097.40,127.80,185.1,470.9
0122,028,365.30,328.20,295.1,617.3
0122,059,188.40,674.10,487.5,878.0
0123,082,995.10,247.80,149.9,474.6
0123,093,1079.80,125.20,187.7,473.5
0123,028,367.90,322.90,292.5,622.6
0123,059,207.41,671.56,489.99,878.0
0124,082,974.50,244.90,156.4,477.5
0124,093,1064.40,125.90,203.1,471.3
0124,028,372.30,319.40,285.5,626.1
0124,059,217.55,673.17,489.99,878.0
0125,082,953.20,239.00,176.2,485.6
0125,093,1033.60,123.00,235.4,470.5
0125,028,385.50,314.10,272.3,631.4
0125,059,237.83,676.97,498.87,878.0
0126,082,940.80,236.10,188.6,489.2
0126,093,1018.20,123.00,250.8,464.6
0126,028,389.90,308.80,267.0,636.7
0126,059,255.57,680.77,498.87,878.0
0127,082,889.90,234.20,238.3,486.0
0127,093,1005.00,123.00,261.8,461.7
0127,028,396.90,302.60,260.0,642.9
0127,059,275.85,687.11,498.87,878.0
0128,082,864.40,232.70,260.2,477.8
0128,093,982.60,118.90,258.8,455.6
0128,028,404.80,286.80,252.1,658.7
0128,059,310.10,699.78,440.5,878.01
0129,082,856.50,230.90,268.1,479.6
0129,093,968.80,112.80,244.6,455.1
0129,028,406.60,275.40,250.3,661.3
0129,059,327.84,708.65,418.96,878.01
0130,082,851.00,229.70,273.6,477.1
0130,093,960.20,109.10,235.5,453.3
0130,028,410.10,264.84,245.92,661.3
0130,059,355.72,718.79,403.78,878.01
0131,082,852.20,224.80,244.9,474.1
0131,093,947.40,101.20,184.1,455.1
0131,028,414.50,247.23,247.7,661.3
0131,059,398.82,741.10,389.88,881.04
0131,053,27.60,1004.09,168.76,398.51
0132,082,852.20,222.40,240.6,471.0
0132,093,940.10,96.30,165.1,460.6
0132,028,415.38,238.43,253.92,633.97
0132,059,400.10,760.10,381.0,886.12
0132,053,14.30,1000.29,192.02,406.31
0133,082,842.40,217.50,219.2,472.2
0133,093,937.00,95.70,155.4,463.0
0133,028,416.26,232.27,264.54,633.97
0133,059,402.60,784.18,391.2,886.12
0133,053,24.40,999.41,191.88,407.91
0134,082,820.40,210.80,199.6,477.7
0134,093,910.70,93.30,165.8,464.8
0134,028,418.90,222.59,282.1,632.21
0134,059,408.94,808.26,448.96,886.12
0134,053,35.88,990.95,195.36,409.49
0135,082,807.60,208.40,187.3,480.1
0135,093,897.10,93.30,179.4,464.8
0135,028,423.30,219.10,288.3,627.8
0135,059,418.06,808.30,456.54,886.09
0135,053,47.37,982.48,198.83,411.09
0136,082,802.00,205.90,179.1,481.6
0136,093,880.60,93.30,194.7,464.8
0136,028,425.94,214.70,295.36,623.4
0136,059,421.10,809.80,487.0,884.59
0136,053,58.85,974.02,202.31,412.68
0137,082,789.20,203.50,173.0,484.0
0137,093,864.10,91.50,211.2,466.6
0137,028,428.60,214.70,297.1,621.6
0137,059,430.22,812.80,509.78,881.59
0137,053,70.34,965.55,205.78,414.27
0138,082,756.80,199.80,181.0,487.7
0138,093,837.20,90.90,235.7,467.2
0138,028,441.80,211.20,283.0,617.18
0138,059,437.83,817.40,546.27,876.99
0138,053,81.82,957.09,209.26,415.86
0139,082,742.10,199.80,192.6,487.7
0139,093,825.00,90.90,241.2,467.2
0139,028,444.40,210.30,280.4,618.08
0139,059,442.40,820.40,579.7,880.1
0139,053,93.30,948.62,212.73,417.46
0140,082,727.40,199.80,206.1,487.7
0140,093,813.40,89.70,231.4,468.4
0140,028,447.00,210.30,279.6,618.08
0140,059,443.90,821.90,594.9,893.8
0140,053,104.79,940.16,216.2,419.05
0141,082,701.70,198.00,231.2,484.0
0141,093,782.20,86.00,213.1,464.2
0141,028,462.00,210.30,293.6,618.08
0141,059,459.11,824.94,599.49,893.8
0141,053,137.50,931.43,192.32,420.64
0142,082,693.80,198.00,237.9,484.0
0142,093,758.40,84.20,206.3,466.0
0142,028,469.90,212.10,332.3,616.28
0142,059,463.67,829.51,610.13,895.29
0142,053,149.00,922.70,189.66,422.23
0143,082,684.60,195.60,239.8,484.0
0143,093,727.80,81.80,203.3,441.5
0143,028,481.34,214.74,332.3,616.28
0143,059,469.80,827.99,613.1,898.31
0143,053,154.70,913.97,192.79,423.82
0144,082,682.80,188.90,216.5,475.4
0144,093,689.30,81.20,197.2,426.8
0144,028,495.42,216.50,348.18,612.76
0144,059,480.40,828.80,619.2,895.98
0144,053,149.70,905.24,206.62,425.41
0145,082,683.40,188.90,207.3,473.0
0145,093,667.90,81.20,218.0,426.8
0145,028,497.20,219.10,355.2,610.16
0145,059,462.70,825.70,636.9,899.08
0145,053,153.05,896.51,253.66,427.0
0146,082,678.50,186.50,200.0,463.2
0146,093,650.20,81.20,235.7,452.5
0146,028,508.60,219.10,351.7,610.16
0146,059,469.04,821.10,636.9,898.61
0146,053,156.40,887.77,300.71,428.6
0147,082,671.20,186.50,193.9,460.1
0147,093,638.00,84.20,244.8,450.7
0147,028,514.80,220.90,348.1,608.36
0147,059,479.18,813.80,636.9,895.77
0147,053,159.75,879.04,347.75,430.19
0148,082,654.10,186.50,178.0,465.6
0148,093,611.10,89.70,271.7,417.1
0148,028,535.90,223.50,330.5,600.5
0148,059,503.30,799.60,639.4,898.57
0148,053,163.10,870.31,376.1,431.79
0149,082,648.00,186.50,184.1,469.3
0149,093,600.10,96.40,282.7,410.4
0149,028,547.30,227.00,320.9,591.7
0149,059,527.40,789.18,619.1,901.38
0149,053,167.79,861.58,380.21,433.38
0150,082,636.40,187.70,195.7,431.5
0150,093,581.80,101.30,296.1,405.5
0150,028,549.10,220.00,318.2,593.4
0150,059,537.60,780.40,603.8,897.49
0150,053,172.47,857.10,375.53,430.72
0151,082,615.00,191.40,217.1,425.4
0151,093,551.90,109.20,292.4,392.7
0151,028,553.50,219.10,313.8,593.4
0151,059,549.00,761.70,581.0,899.71
0151,053,177.16,856.60,394.24,424.08
0152,082,605.80,193.80,224.5,421.2
0152,093,531.20,112.30,283.8,389.6
0152,028,561.40,222.60,305.9,575.8
0152,059,538.30,749.60,599.3,899.14
0152,053,181.85,858.86,390.72,426.3
0153,082,599.70,198.10,230.6,484.7
0153,093,520.20,116.00,274.5,435.7
0153,028,569.30,223.50,298.0,574.9
0153,059,534.50,739.90,603.1,900.27
0153,053,186.54,852.06,387.2,428.51
0154,082,584.90,203.90,235.2,485.6
0154,093,494.80,121.10,282.4,436.2
0154,028,595.70,223.50,271.6,574.9
0154,059,580.10,726.12,561.3,901.38
0154,053,191.22,835.60,377.38,441.3
0155,082,576.30,206.40,234.6,483.7
0155,093,489.90,121.10,287.3,436.2
0155,028,625.60,223.50,241.7,574.9
0155,059,600.40,721.05,538.5,908.95
0155,053,190.60,825.83,375.3,442.89
0156,082,569.60,210.60,231.5,479.5
0156,093,478.30,122.30,195.6,435.0
0156,028,632.60,218.20,234.7,580.2
0156,059,619.40,715.98,520.7,901.38
0156,053,195.62,816.06,363.68,444.49
0157,082,555.50,215.60,186.4,474.5
0157,093,455.70,127.20,205.4,434.4
0157,028,639.60,215.60,227.7,582.8
0157,059,630.80,710.91,501.7,901.38
0157,053,192.20,793.60,369.47,458.77
0158,082,550.00,218.00,190.6,472.1
0158,093,444.70,129.00,216.4,434.4
0158,028,644.00,214.70,223.3,583.7
0158,059,638.37,708.37,495.4,901.38
0158,053,194.65,784.74,366.22,459.46
0159,082,541.40,219.20,168.0,470.9
0159,093,434.30,131.50,258.6,444.1
0159,028,651.90,211.20,229.5,587.2
0159,059,653.60,712.30,463.7,897.45
0159,053,195.20,774.80,368.27,461.22
0160,082,534.10,222.30,168.6,469.0
0160,093,421.50,137.00,269.6,444.1
0160,028,654.50,208.60,259.5,589.8
0160,059,657.40,708.37,444.7,903.93
0160,053,197.30,766.03,363.5,461.81
0161,082,521.30,226.00,166.1,464.1
0161,093,397.70,147.40,258.5,455.7
0161,028,664.20,208.60,285.0,589.8
0161,059,722.00,698.23,371.3,903.93
0161,053,200.80,750.91,359.9,462.42
0162,082,513.40,230.30,173.4,459.8
0162,093,380.00,152.30,241.4,452.0
0162,028,672.10,208.60,314.9,589.8
0162,059,728.30,685.56,378.9,903.93
0162,053,201.50,747.00,360.5,458.79
0163,082,506.70,232.10,180.1,458.0
0163,093,366.60,156.00,254.8,448.3
0163,028,677.40,208.60,322.8,589.8
0163,059,730.80,677.96,382.7,903.92
0163,032,1330.70,1068.60,285.16,536.1
0163,053,206.00,739.45,355.42,459.85
0164,082,490.80,241.90,196.0,467.1
0164,093,333.60,165.20,263.4,439.1
0164,028,677.40,208.60,370.3,589.8
0164,059,734.60,650.07,404.2,878.63
0164,032,1318.38,1052.76,285.16,536.1
0164,053,216.20,732.80,337.8,458.83
0165,082,484.10,245.60,205.1,473.8
0165,093,313.40,168.90,283.6,435.4
0165,028,698.50,208.60,346.6,589.8
0165,059,737.13,636.13,397.87,878.63
0165,032,1317.50,1047.48,285.16,536.1
0165,053,221.90,725.87,333.7,460.19
0166,082,477.40,248.70,213.0,479.9
0166,093,304.80,173.80,239.6,430.5
0166,028,698.50,207.70,346.6,590.7
0166,059,738.40,628.50,397.87,878.65
0166,032,1318.38,1041.32,285.16,536.1
0166,053,230.10,719.65,325.7,461.56
0167,082,461.50,257.90,224.6,481.7
0167,093,274.00,182.60,250.2,473.0
0167,028,699.40,205.10,388.8,593.29
0167,059,740.90,614.56,395.37,878.65
0167,032,1311.33,1026.36,285.17,536.1
0167,053,241.40,708.60,319.0,463.94
0168,082,454.20,261.00,231.9,478.6
0168,093,265.40,186.30,248.4,488.9
0168,028,702.00,201.60,386.2,596.8
0168,059,740.90,608.22,395.37,878.65
0168,032,1307.81,1016.67,285.16,536.11
0168,053,248.78,700.90,311.82,462.98
0169,082,445.60,265.30,232.6,474.3
0169,093,255.60,194.20,248.4,498.7
0169,028,704.60,199.80,383.6,598.6
0169,059,744.67,603.15,404.3,878.65
0169,032,1298.94,1010.34,285.16,536.1
0169,053,253.00,691.50,310.9,463.72
0170,082,433.40,267.10,238.1,472.5
0170,093,245.80,201.60,255.8,504.7
0170,028,715.20,191.90,373.0,603.9
0170,059,744.67,600.62,404.3,878.65
0170,032,1293.87,1007.80,285.16,536.1
0170,053,261.95,687.89,317.4,466.06
0171,082,419.50,274.40,231.5,465.2
0171,093,221.60,219.20,280.0,495.2
0171,028,758.30,186.60,329.9,609.2
0171,059,747.20,594.28,415.7,878.65
0171,032,1291.34,997.66,285.16,536.1
0171,053,270.90,671.62,326.0,468.39
0172,082,412.20,274.40,220.5,465.2
0172,093,215.70,226.50,274.2,496.7
0172,028,782.90,184.80,305.3,608.4
0172,059,747.20,594.28,415.7,868.52
